rank	word	total_count	paper_count
2809	unaware	3	3
2810	unchanged	3	3
2811	uncommon	3	3
2812	undergo	3	3
2813	undertake	3	3
2814	unsurprisingly	3	3
2815	unwilling	3	3
2816	urgency	3	3
2817	usage	3	3
2818	validity	3	3
2819	vanish	3	3
2820	vegetarian	3	3
2821	viewed	3	3
2822	visible	3	3
2823	visiting	3	3
2824	visually	3	3
2825	volunteer	3	3
2826	wander	3	3
2827	wanting	3	3
2828	warm	3	3
2829	watched	3	3
2830	weaknesses	3	3
2831	welcomed	3	3
2832	west	3	3
2833	white	3	3
2834	wide	3	3
2835	witnessed	3	3
2836	worried	3	3
2837	wrote	3	3
2838	zoo	3	3
2839	absent	3	2
2840	abstract	3	2
2841	accept	3	2
2842	accommodate	3	2
2843	accounted	3	2
2844	acquired	3	2
2845	admitted	3	2
2846	african	3	2
2847	agencies	3	2
2848	agricultural	3	2
2849	alternative	3	2
2850	analyst	3	2
2851	ancestry	3	2
2852	applicant	3	2
2853	argument	3	2
2854	army	3	2
2855	arouse	3	2
2856	asleep	3	2
2857	athletic	3	2
2858	attaining	3	2
2859	attract	3	2
2860	authority	3	2
2861	automatically	3	2
2862	autonomous	3	2
2863	backgrounds	3	2
2864	banned	3	2
2865	bar	3	2
2866	barely	3	2
2867	basically	3	2
2868	bears	3	2
2869	biology	3	2
2870	black	3	2
2871	bodies	3	2
2872	bold	3	2
2873	borrowed	3	2
2874	boundaries	3	2
2875	burdened	3	2
2876	capabilities	3	2
2877	caregiving	3	2
2878	central	3	2
2879	centuries	3	2
2880	cereal	3	2
2881	character	3	2
2882	characters	3	2
2883	cheek	3	2
2884	chicken	3	2
2885	chronic	3	2
2886	colors	3	2
2887	combining	3	2
2888	compensated	3	2
2889	complications	3	2
2890	concerning	3	2
2891	conference	3	2
2892	conjunction	3	2
2893	consent	3	2
2894	consistent	3	2
2895	contained	3	2
2896	continually	3	2
2897	convince	3	2
2898	crime	3	2
2899	criteria	3	2
2900	damn	3	2
2901	daughter	3	2
2902	dealer	3	2
2903	debating	3	2
2904	deceptive	3	2
2905	deeper	3	2
2906	depressed	3	2
2907	descriptions	3	2
2908	determinedly	3	2
2909	developer	3	2
2910	difficulties	3	2
2911	dilemma	3	2
2912	disasters	3	2
2913	disciplines	3	2
2914	discussion	3	2
2915	distraction	3	2
2916	distress	3	2
2917	double	3	2
2918	draw	3	2
2919	dressed	3	2
2920	duties	3	2
2921	economists	3	2
2922	elsewhere	3	2
2923	ends	3	2
2924	enrolled	3	2
2925	episodes	3	2
2926	error	3	2
2927	escaped	3	2
2928	everywhere	3	2
2929	examining	3	2
2930	exhibit	3	2
2931	explanations	3	2
2932	extend	3	2
2933	external	3	2
2934	fabric	3	2
2935	fair	3	2
2936	fame	3	2
2937	feared	3	2
2938	fears	3	2
2939	feasible	3	2
2940	feet	3	2
2941	festival	3	2
2942	figuring	3	2
2943	fits	3	2
2944	fold	3	2
2945	foot	3	2
2946	foundations	3	2
2947	freely	3	2
2948	genuine	3	2
2949	genuinely	3	2
2950	geographic	3	2
2951	giants	3	2
2952	graders	3	2
2953	graduation	3	2
2954	groceries	3	2
2955	guests	3	2
2956	guilty	3	2
2957	herself	3	2
2958	hinders	3	2
2959	hunting	3	2
2960	hurt	3	2
2961	hurting	3	2
2962	imaginative	3	2
2963	incorrectly	3	2
2964	infancy	3	2
2965	influencing	3	2
2966	informal	3	2
2967	insider	3	2
2968	inspire	3	2
2969	installing	3	2
2970	insufficient	3	2
2971	integrated	3	2
2972	intentions	3	2
2973	introduced	3	2
2974	invention	3	2
2975	latin	3	2
2976	launched	3	2
2977	leader	3	2
2978	likelihood	3	2
2979	lunar	3	2
2980	makers	3	2
2981	mark	3	2
2982	massive	3	2
2983	measured	3	2
2984	messy	3	2
2985	missed	3	2
2986	mistake	3	2
2987	modifications	3	2
2988	modify	3	2
2989	motion	3	2
2990	myth	3	2
2991	neutralize	3	2
2992	newspapers	3	2
2993	norms	3	2
2994	obstacle	3	2
2995	occasional	3	2
2996	packed	3	2
2997	painting	3	2
2998	pedestrians	3	2
2999	percentage	3	2
3000	persistence	3	2
3001	pew	3	2
3002	platforms	3	2
3003	players	3	2
3004	pleasure	3	2
3005	popularity	3	2
3006	positions	3	2
3007	prime	3	2
3008	profession	3	2
3009	professors	3	2
3010	promised	3	2
3011	prospective	3	2
3012	prosperity	3	2
3013	rabbits	3	2
3014	react	3	2
3015	reap	3	2
3016	regulations	3	2
3017	rejected	3	2
3018	relational	3	2
3019	relative	3	2
3020	renewable	3	2
3021	renovate	3	2
3022	respected	3	2
3023	revolutionary	3	2
3024	rice	3	2
3025	roads	3	2
3026	robots	3	2
3027	salt	3	2
3028	saw	3	2
3029	scheduled	3	2
3030	schoolers	3	2
3031	seasonal	3	2
3032	secrets	3	2
3033	selected	3	2
3034	shortages	3	2
3035	simplest	3	2
3036	slower	3	2
3037	smartness	3	2
3038	societies	3	2
3039	soup	3	2
3040	southern	3	2
3041	sporting	3	2
3042	spotlight	3	2
3043	sticking	3	2
3044	structures	3	2
3045	studying	3	2
3046	summers	3	2
3047	super	3	2
3048	superior	3	2
3049	surface	3	2
3050	surge	3	2
3051	swollen	3	2
3052	talked	3	2
3053	threaten	3	2
3054	tomorrow	3	2
3055	tougher	3	2
3056	traditions	3	2
3057	treating	3	2
3058	ultimate	3	2
3059	unemployment	3	2
3060	unsurprising	3	2
3061	update	3	2
3062	varieties	3	2
3063	vessels	3	2
3064	via	3	2
3065	victims	3	2
3066	viewers	3	2
3067	visibility	3	2
3068	voices	3	2
3069	warning	3	2
3070	washington	3	2
3071	wealth	3	2
3072	wealthy	3	2
3073	weekend	3	2
3074	wishing	3	2
3075	worries	3	2
3076	abraham	3	1
3077	abta	3	1
3078	amily	3	1
3079	annual	3	1
3080	arabian	3	1
3081	ave	3	1
3082	ban	3	1
3083	bikes	3	1
3084	bottle	3	1
3085	burger	3	1
3086	busyness	3	1
3087	buyers	3	1
3088	chan	3	1
3089	cheated	3	1
3090	chetan	3	1
3091	client	3	1
3092	clint	3	1
3093	cloning	3	1
3094	closure	3	1
3095	codes	3	1
3096	colour	3	1
3097	computational	3	1
3098	cooler	3	1
3099	coronary	3	1
3100	curriculum	3	1
3101	cycling	3	1
3102	daniel	3	1
3103	delayed	3	1
3104	designer	3	1
3105	deviates	3	1
3106	disorder	3	1
3107	dramatist	3	1
3108	drier	3	1
3109	endangered	3	1
3110	equality	3	1
3111	essays	3	1
3112	eve	3	1
3113	fibre	3	1
3114	fragmentation	3	1
3115	fraud	3	1
3116	fructose	3	1
3117	gardens	3	1
3118	gratification	3	1
3119	hair	3	1
3120	heads	3	1
3121	iif	3	1
3122	inequality	3	1
3123	instinct	3	1
3124	jeans	3	1
3125	joe	3	1
3126	kelly	3	1
3127	layout	3	1
3128	lee	3	1
3129	license	3	1
3130	liebman	3	1
3131	listener	3	1
3132	loser	3	1
3133	marine	3	1
3134	mine	3	1
3135	minister	3	1
3136	monaco	3	1
3137	morocco	3	1
3138	motivates	3	1
3139	mountainous	3	1
3140	multitasker	3	1
3141	myriam	3	1
3142	nerves	3	1
3143	numberless	3	1
3144	olive	3	1
3145	ollowing	3	1
3146	orchestras	3	1
3147	pandemic	3	1
3148	planting	3	1
3149	poverty	3	1
3150	realm	3	1
3151	redesign	3	1
3152	reich	3	1
3153	retention	3	1
3154	rideout	3	1
3155	ritman	3	1
3156	robot	3	1
3157	rush	3	1
3158	sam	3	1
3159	seaside	3	1
3160	sensors	3	1
3161	sessions	3	1
3162	shapiro	3	1
3163	shaughnessy	3	1
3164	shirt	3	1
3165	shocking	3	1
3166	sibm	3	1
3167	sillero	3	1
3168	skillman	3	1
3169	smith	3	1
3170	sponsored	3	1
3171	stratford	3	1
3172	strokes	3	1
3173	substances	3	1
3174	superiors	3	1
3175	survival	3	1
3176	symbolic	3	1
3177	texting	3	1
3178	texts	3	1
3179	tinker	3	1
3180	tlt	3	1
3181	traces	3	1
3182	treatments	3	1
3183	trip	3	1
3184	typing	3	1
3185	unpaid	3	1
3186	vocabulary	3	1
3187	warmer	3	1
3188	warming	3	1
3189	weaken	3	1
3190	wilding	3	1
3191	wine	3	1
3192	abandon	2	2
3193	abnormal	2	2
3194	absorb	2	2
3195	absorbed	2	2
3196	absorbing	2	2
3197	academically	2	2
3198	accompany	2	2
3199	accomplished	2	2
3200	accumulate	2	2
3201	accumulated	2	2
3202	accurately	2	2
3203	accused	2	2
3204	achievable	2	2
3205	achievement	2	2
3206	acknowledged	2	2
3207	acquisition	2	2
3208	adaptability	2	2
3209	adapting	2	2
3210	addictive	2	2
3211	adding	2	2
3212	admission	2	2
3213	admits	2	2
3214	advances	2	2
3215	advocate	2	2
3216	afternoon	2	2
3217	agreed	2	2
3218	agriculture	2	2
3219	aims	2	2
3220	airlines	2	2
3221	airport	2	2
3222	alongside	2	2
3223	amateur	2	2
3224	amazon	2	2
3225	amongst	2	2
3226	analyses	2	2
3227	analysts	2	2
3228	analyzed	2	2
3229	ancestors	2	2
3230	andrea	2	2
3231	anger	2	2
3232	angry	2	2
3233	anniversary	2	2
3234	announce	2	2
3235	annoyed	2	2
3236	answering	2	2
3237	anxieties	2	2
3238	anytime	2	2
3239	apparent	2	2
3240	apple	2	2
3241	applicable	2	2
3242	appropriately	2	2
3243	approved	2	2
3244	arbitrarily	2	2
3245	argued	2	2
3246	arise	2	2
3247	arises	2	2
3248	armed	2	2
3249	arms	2	2
3250	aspect	2	2
3251	asset	2	2
3252	assigned	2	2
3253	assumed	2	2
3254	assumes	2	2
3255	assumption	2	2
3256	assured	2	2
3257	astonishing	2	2
3258	athlete	2	2
3259	attached	2	2
3260	attacks	2	2
3261	attainment	2	2
3262	attended	2	2
3263	attractive	2	2
3264	audiences	2	2
3265	availability	2	2
3266	avoided	2	2
3267	baking	2	2
3268	ball	2	2
3269	banks	2	2
3270	bars	2	2
3271	baseline	2	2
3272	basketball	2	2
3273	beating	2	2
3274	beats	2	2
3275	bedrooms	2	2
3276	behalf	2	2
3277	beijing	2	2
3278	below	2	2
3279	besides	2	2
3280	beverages	2	2
3281	biological	2	2
3282	birth	2	2
3283	blind	2	2
3284	blindly	2	2
3285	block	2	2
3286	blow	2	2
3287	blowing	2	2
3288	boasts	2	2
3289	bombs	2	2
3290	boosted	2	2
3291	bowl	2	2
3292	breath	2	2
3293	breed	2	2
3294	broader	2	2
3295	brutal	2	2
3296	burning	2	2
3297	cafes	2	2
3298	calls	2	2
3299	cargo	2	2
3300	carried	2	2
3301	cater	2	2
3302	caters	2	2
3303	caution	2	2
3304	cautious	2	2
3305	celebration	2	2
3306	centered	2	2
3307	certificates	2	2
3308	chair	2	2
3309	chatting	2	2
3310	cheap	2	2
3311	checked	2	2
3312	chickens	2	2
3313	chores	2	2
3314	church	2	2
3315	circles	2	2
3316	circulation	2	2
3317	citing	2	2
3318	citizen	2	2
3319	classify	2	2
3320	clean	2	2
3321	climates	2	2
3322	coaches	2	2
3323	code	2	2
3324	colleague	2	2
3325	collect	2	2
3326	collected	2	2
3327	com	2	2
3328	combined	2	2
3329	commands	2	2
3330	commodities	2	2
3331	commodity	2	2
3332	commonly	2	2
3333	comparable	2	2
3334	competitions	2	2
3335	competitors	2	2
3336	complain	2	2
3337	completing	2	2
3338	completion	2	2
3339	concepts	2	2
3340	conclusions	2	2
3341	confined	2	2
3342	consequently	2	2
3343	considerations	2	2
3344	constraints	2	2
3345	consulting	2	2
3346	contacted	2	2
3347	contest	2	2
3348	continued	2	2
3349	continuous	2	2
3350	contract	2	2
3351	contradictory	2	2
3352	contribution	2	2
3353	controversial	2	2
3354	convenience	2	2
3355	converts	2	2
3356	conveyed	2	2
3357	cooperate	2	2
3358	coordinator	2	2
3359	copy	2	2
3360	core	2	2
3361	corresponding	2	2
3362	council	2	2
3363	count	2	2
3364	couple	2	2
3365	covered	2	2
3366	covers	2	2
3367	crashes	2	2
3368	crawling	2	2
3369	crew	2	2
3370	criminal	2	2
3371	cross	2	2
3372	crowds	2	2
3373	cultivated	2	2
3374	culturally	2	2
3375	damages	2	2
3376	dangers	2	2
3377	date	2	2
3378	daydream	2	2
3379	dealing	2	2
3380	deception	2	2
3381	declined	2	2
3382	dedicated	2	2
3383	deem	2	2
3384	degrees	2	2
3385	deliberate	2	2
3386	deliberation	2	2
3387	delight	2	2
3388	delivery	2	2
3389	demonstrate	2	2
3390	demonstrated	2	2
3391	denied	2	2
3392	deny	2	2
3393	deposit	2	2
3394	depressing	2	2
3395	depths	2	2
3396	derived	2	2
3397	described	2	2
3398	describing	2	2
3399	description	2	2
3400	desk	2	2
3401	desks	2	2
3402	desperate	2	2
3403	desperately	2	2
3404	destination	2	2
3405	destinations	2	2
3406	destined	2	2
3407	destroy	2	2
3408	destroyed	2	2
3409	destroying	2	2
3410	detached	2	2
3411	detail	2	2
3412	detect	2	2
3413	deteriorating	2	2
3414	determinant	2	2
3415	determines	2	2
3416	devote	2	2
3417	digging	2	2
3418	directed	2	2
3419	director	2	2
3420	disappear	2	2
3421	disappeared	2	2
3422	disappointed	2	2
3423	disastrous	2	2
3424	disclose	2	2
3425	discourage	2	2
3426	discouraged	2	2
3427	dismiss	2	2
3428	disorders	2	2
3429	disputes	2	2
3430	disruption	2	2
3431	distributed	2	2
3432	disturbed	2	2
3433	divide	2	2
3434	divided	2	2
3435	dividing	2	2
3436	divorce	2	2
3437	dominance	2	2
3438	dominated	2	2
3439	donates	2	2
3440	donation	2	2
3441	dose	2	2
3442	doubled	2	2
3443	doubt	2	2
3444	doubtful	2	2
3445	drawn	2	2
3446	drew	2	2
3447	drives	2	2
3448	drop	2	2
3449	dropped	2	2
3450	droughts	2	2
3451	dubai	2	2
3452	dying	2	2
3453	dynamic	2	2
3454	ears	2	2
3455	east	2	2
3456	eaten	2	2
3457	eco	2	2
3458	economically	2	2
3459	edit	2	2
3460	elders	2	2
3461	element	2	2
3462	elementary	2	2
3463	elements	2	2
3464	emergence	2	2
3465	emerges	2	2
3466	emphasizes	2	2
3467	ending	2	2
3468	endure	2	2
3469	engine	2	2
3470	enrich	2	2
3471	enriching	2	2
3472	enrollment	2	2
3473	ensured	2	2
3474	enterprises	2	2
3475	entitled	2	2
3476	equivalent	2	2
3477	erin	2	2
3478	establishment	2	2
3479	estimated	2	2
3480	etc	2	2
3481	european	2	2
3482	euros	2	2
3483	evaluating	2	2
3484	evenly	2	2
3485	evolve	2	2
3486	excellent	2	2
3487	exert	2	2
3488	exhausted	2	2
3489	existence	2	2
3490	existent	2	2
3491	expense	2	2
3492	explanation	2	2
3493	explicitly	2	2
3494	explored	2	2
3495	expose	2	2
3496	extended	2	2
3497	extent	2	2
3498	extinct	2	2
3499	faces	2	2
3500	facilitates	2	2
3501	faculty	2	2
3502	failed	2	2
3503	fails	2	2
3504	fairly	2	2
3505	false	2	2
3506	familiarize	2	2
3507	familiarizing	2	2
3508	fatal	2	2
3509	fats	2	2
3510	fault	2	2
3511	favor	2	2
3512	favorable	2	2
3513	favour	2	2
3514	feasibility	2	2
3515	fed	2	2
3516	fierce	2	2
3517	finance	2	2
3518	fitness	2	2
3519	flag	2	2
3520	flat	2	2
3521	flexibly	2	2
3522	flying	2	2
3523	fond	2	2
3524	forcing	2	2
3525	foreign	2	2
3526	foresee	2	2
3527	forest	2	2
3528	forge	2	2
3529	forming	2	2
3530	formulate	2	2
3531	forty	2	2
3532	fossil	2	2
3533	founded	2	2
3534	founder	2	2
3535	fountain	2	2
3536	fourth	2	2
3537	francisco	2	2
3538	freshwater	2	2
3539	friday	2	2
3540	frustration	2	2
3541	fuel	2	2
3542	fulfilled	2	2
3543	fuller	2	2
3544	furthermore	2	2
3545	gate	2	2
3546	gather	2	2
3547	generated	2	2
3548	genetically	2	2
3549	genius	2	2
3550	geography	2	2
3551	germany	2	2
3552	ghana	2	2
3553	grab	2	2
3554	grew	2	2
3555	grows	2	2
3556	guard	2	2
3557	handful	2	2
3558	handy	2	2
3559	hanging	2	2
3560	happening	2	2
3561	hardest	2	2
3562	harsh	2	2
3563	headed	2	2
3564	healthcare	2	2
3565	hear	2	2
3566	heated	2	2
3567	height	2	2
3568	highlight	2	2
3569	hinder	2	2
3570	hobby	2	2
3571	holds	2	2
3572	hometown	2	2
3573	homework	2	2
3574	honest	2	2
3575	honor	2	2
3576	honored	2	2
3577	hopeless	2	2
3578	hotel	2	2
3579	hundred	2	2
3580	hunt	2	2
3581	hunted	2	2
3582	ideally	2	2
3583	ignoring	2	2
3584	illegally	2	2
3585	imitating	2	2
3586	imitation	2	2
3587	implement	2	2
3588	implementing	2	2
3589	imposed	2	2
3590	impractical	2	2
3591	impression	2	2
3592	impressive	2	2
3593	inborn	2	2
3594	incident	2	2
3595	inclination	2	2
3596	inclined	2	2
3597	independent	2	2
3598	indicated	2	2
3599	indirectly	2	2
3600	induced	2	2
3601	induces	2	2
3602	infer	2	2
3603	influential	2	2
3604	ingredients	2	2
3605	initiate	2	2
3606	injury	2	2
3607	innovations	2	2
3608	inquire	2	2
3609	inquiries	2	2
3610	insights	2	2
3611	insist	2	2
3612	inspect	2	2
3613	inspired	2	2
3614	instagram	2	2
3615	instances	2	2
3616	instructed	2	2
3617	instruction	2	2
3618	interfere	2	2
3619	interior	2	2
3620	interpreted	2	2
3621	interviewer	2	2
3622	interviews	2	2
3623	intolerable	2	2
3624	introduction	2	2
3625	investigating	2	2
3626	inviting	2	2
3627	issued	2	2
3628	italy	2	2
3629	item	2	2
3630	jet	2	2
3631	jobless	2	2
3632	joined	2	2
3633	journey	2	2
3634	joy	2	2
3635	juices	2	2
3636	justify	2	2
3637	keys	2	2
3638	khan	2	2
3639	kid	2	2
3640	killed	2	2
3641	killer	2	2
3642	kilograms	2	2
3643	knows	2	2
3644	labeled	2	2
3645	ladder	2	2
3646	landscapes	2	2
3647	laptop	2	2
3648	lasting	2	2
3649	launching	2	2
3650	legally	2	2
3651	legislation	2	2
3652	lesser	2	2
3653	lessons	2	2
3654	lets	2	2
3655	letters	2	2
3656	liberties	2	2
3657	lifelong	2	2
3658	linkedln	2	2
3659	listeners	2	2
3660	listening	2	2
3661	literally	2	2
3662	lively	2	2
3663	liver	2	2
3664	locate	2	2
3665	location	2	2
3666	logic	2	2
3667	logically	2	2
3668	longest	2	2
3669	longtime	2	2
3670	looks	2	2
3671	loud	2	2
3672	loved	2	2
3673	lovely	2	2
3674	lovers	2	2
3675	lucid	2	2
3676	mail	2	2
3677	maintained	2	2
3678	manipulated	2	2
3679	manipulating	2	2
3680	mankind	2	2
3681	march	2	2
3682	markedly	2	2
3683	mass	2	2
3684	mastered	2	2
3685	mathematical	2	2
3686	meets	2	2
3687	mention	2	2
3688	miami	2	2
3689	microscope	2	2
3690	minute	2	2
3691	misery	2	2
3692	misguided	2	2
3693	miss	2	2
3694	mistaken	2	2
3695	mix	2	2
3696	mixed	2	2
3697	modem	2	2
3698	monitor	2	2
3699	mouth	2	2
3700	movement	2	2
3701	muscles	2	2
3702	naomi	2	2
3703	narration	2	2
3704	nationally	2	2
3705	nationwide	2	2
3706	neglect	2	2
3707	negotiate	2	2
3708	negotiators	2	2
3709	nephew	2	2
3710	neutral	2	2
3711	nonexistent	2	2
3712	noticeable	2	2
3713	november	2	2
3714	nuclear	2	2
3715	nuisance	2	2
3716	nuts	2	2
3717	objection	2	2
3718	observing	2	2
3719	obtaining	2	2
3720	occasions	2	2
3721	occurs	2	2
3722	oldest	2	2
3723	onto	2	2
3724	operations	2	2
3725	opt	2	2
3726	optimism	2	2
3727	orange	2	2
3728	organic	2	2
3729	organisational	2	2
3730	organizers	2	2
3731	oriented	2	2
3732	originally	2	2
3733	ought	2	2
3734	outlet	2	2
3735	outsiders	2	2
3736	overlooked	2	2
3737	oversee	2	2
3738	overweight	2	2
3739	overworked	2	2
3740	owed	2	2
3741	owing	2	2
3742	oxford	2	2
3743	packaging	2	2
3744	page	2	2
3745	painted	2	2
3746	palace	2	2
3747	parenting	2	2
3748	parks	2	2
3749	participation	2	2
3750	parties	2	2
3751	pathways	2	2
3752	paul	2	2
3753	payment	2	2
3754	payments	2	2
3755	percentages	2	2
3756	perfectly	2	2
3757	periods	2	2
3758	persistent	2	2
3759	persistently	2	2
3760	perspectives	2	2
3761	persuading	2	2
3762	persuasive	2	2
3763	peter	2	2
3764	philosophy	2	2
3765	phrases	2	2
3766	physician	2	2
3767	pick	2	2
3768	pigs	2	2
3769	pilot	2	2
3770	pizza	2	2
3771	planet	2	2
3772	planning	2	2
3773	plate	2	2
3774	pledged	2	2
3775	pointing	2	2
3776	poorest	2	2
3777	portions	2	2
3778	posed	2	2
3779	poses	2	2
3780	postponing	2	2
3781	precious	2	2
3782	preparation	2	2
3783	prepared	2	2
3784	preserved	2	2
3785	pressured	2	2
3786	pressures	2	2
3787	prevalence	2	2
3788	prevented	2	2
3789	preventing	2	2
3790	pride	2	2
3791	priorities	2	2
3792	prison	2	2
3793	pro	2	2
3794	procedures	2	2
3795	processing	2	2
3796	procrastination	2	2
3797	proficient	2	2
3798	profit	2	2
3799	projector	2	2
3800	proof	2	2
3801	proper	2	2
3802	proposals	2	2
3803	propose	2	2
3804	protected	2	2
3805	protective	2	2
3806	protects	2	2
3807	proved	2	2
3808	purchased	2	2
3809	purchases	2	2
3810	pure	2	2
3811	purposes	2	2
3812	pursuing	2	2
3813	pursuit	2	2
3814	pushed	2	2
3815	qualifications	2	2
3816	quantity	2	2
3817	quarter	2	2
3818	queen	2	2
3819	questioned	2	2
3820	questionnaires	2	2
3821	quitting	2	2
3822	rail	2	2
3823	ranging	2	2
3824	rapid	2	2
3825	reaching	2	2
3826	realised	2	2
3827	realistic	2	2
3828	realization	2	2
3829	realized	2	2
3830	reaped	2	2
3831	reaping	2	2
3832	recall	2	2
3833	recalled	2	2
3834	recalling	2	2
3835	receives	2	2
3836	recipe	2	2
3837	recognise	2	2
3838	reconsider	2	2
3839	recorded	2	2
3840	recover	2	2
3841	recovery	2	2
3842	recreation	2	2
3843	reduces	2	2
3844	reference	2	2
3845	reflective	2	2
3846	reflects	2	2
3847	reform	2	2
3848	register	2	2
3849	registered	2	2
3850	regulation	2	2
3851	relate	2	2
3852	relation	2	2
3853	relations	2	2
3854	released	2	2
3855	relief	2	2
3856	relies	2	2
3857	relying	2	2
3858	remaining	2	2
3859	remedies	2	2
3860	remembered	2	2
3861	remind	2	2
3862	reminds	2	2
3863	render	2	2
3864	renders	2	2
3865	rents	2	2
3866	repayment	2	2
3867	repeating	2	2
3868	replacement	2	2
3869	represent	2	2
3870	represented	2	2
3871	reputation	2	2
3872	resemble	2	2
3873	resembles	2	2
3874	resembling	2	2
3875	resistance	2	2
3876	resolution	2	2
3877	resolved	2	2
3878	resort	2	2
3879	resource	2	2
3880	responding	2	2
3881	restrain	2	2
3882	restraints	2	2
3883	restricted	2	2
3884	retain	2	2
3885	reused	2	2
3886	revealing	2	2
3887	reversed	2	2
3888	reviewing	2	2
3889	revolutionize	2	2
3890	rewarded	2	2
3891	rewarding	2	2
3892	richer	2	2
3893	riches	2	2
3894	road	2	2
3895	rose	2	2
3896	route	2	2
3897	routine	2	2
3898	ruined	2	2
3899	runs	2	2
3900	russian	2	2
3901	samples	2	2
3902	san	2	2
3903	satisfying	2	2
3904	saturday	2	2
3905	scar	2	2
3906	scheme	2	2
3907	scope	2	2
3908	score	2	2
3909	scotland	2	2
3910	secret	2	2
3911	seeds	2	2
3912	sees	2	2
3913	seize	2	2
3914	selection	2	2
3915	selling	2	2
3916	sending	2	2
3917	sent	2	2
3918	sentences	2	2
3919	serves	2	2
3920	sets	2	2
3921	settings	2	2
3922	settle	2	2
3923	shade	2	2
3924	shaped	2	2
3925	shed	2	2
3926	sheet	2	2
3927	sheets	2	2
3928	shifting	2	2
3929	shining	2	2
3930	shock	2	2
3931	shocked	2	2
3932	shoes	2	2
3933	shops	2	2
3934	shortage	2	2
3935	shortly	2	2
3936	shoulders	2	2
3937	shut	2	2
3938	sick	2	2
3939	signature	2	2
3940	significance	2	2
3941	sixty	2	2
3942	slide	2	2
3943	smell	2	2
3944	smells	2	2
3945	smooth	2	2
3946	snowy	2	2
3947	soar	2	2
3948	socially	2	2
3949	soda	2	2
3950	soft	2	2
3951	solely	2	2
3952	somebody	2	2
3953	sooner	2	2
3954	south	2	2
3955	southeast	2	2
3956	southeastern	2	2
3957	spanish	2	2
3958	spare	2	2
3959	sparkling	2	2
3960	speaking	2	2
3961	specialist	2	2
3962	speculation	2	2
3963	spends	2	2
3964	spinning	2	2
3965	spite	2	2
3966	spoke	2	2
3967	squarely	2	2
3968	stable	2	2
3969	stanford	2	2
3970	stare	2	2
3971	starts	2	2
3972	statement	2	2
3973	station	2	2
3974	steady	2	2
3975	steal	2	2
3976	stimulating	2	2
3977	storage	2	2
3978	stresses	2	2
3979	stressing	2	2
3980	strike	2	2
3981	structure	2	2
3982	subjective	2	2
3983	submit	2	2
3984	substantial	2	2
3985	substitute	2	2
3986	successfully	2	2
3987	sudden	2	2
3988	suggesting	2	2
3989	suggestion	2	2
3990	superstar	2	2
3991	supervise	2	2
3992	supporting	2	2
3993	supposed	2	2
3994	surf	2	2
3995	surgical	2	2
3996	sweet	2	2
3997	switch	2	2
3998	switched	2	2
3999	tackle	2	2
4000	tank	2	2
4001	targeting	2	2
4002	targets	2	2
4003	tastes	2	2
4004	taylor	2	2
4005	tempted	2	2
4006	texas	2	2
4007	thirst	2	2
4008	thirty	2	2
4009	thoroughly	2	2
4010	threatened	2	2
4011	threats	2	2
4012	tied	2	2
4013	ties	2	2
4014	timely	2	2
4015	tired	2	2
4016	tissue	2	2
4017	tolerate	2	2
4018	tone	2	2
4019	tongue	2	2
4020	topic	2	2
4021	trace	2	2
4022	tracking	2	2
4023	traditionally	2	2
4024	transactions	2	2
4025	transformation	2	2
4026	transforming	2	2
4027	transition	2	2
4028	transport	2	2
4029	transportation	2	2
4030	trap	2	2
4031	trapped	2	2
4032	trash	2	2
4033	trees	2	2
4034	tremendous	2	2
4035	trendy	2	2
4036	tries	2	2
4037	triple	2	2
4038	troubles	2	2
4039	trusted	2	2
4040	trusting	2	2
4041	trustworthy	2	2
4042	twenty	2	2
4043	uncomfortable	2	2
4044	unconscious	2	2
4045	underground	2	2
4046	underlines	2	2
4047	underlying	2	2
4048	unethically	2	2
4049	unfairly	2	2
4050	unfit	2	2
4051	unhealthy	2	2
4052	union	2	2
4053	universal	2	2
4054	unlikely	2	2
4055	unmanageable	2	2
4056	unnatural	2	2
4057	unnecessary	2	2
4058	unnoticed	2	2
4059	unpleasant	2	2
4060	unproductive	2	2
4061	unrelated	2	2
4062	unsuccessful	2	2
4063	unsure	2	2
4064	updated	2	2
4065	upright	2	2
4066	usual	2	2
4067	vague	2	2
4068	valid	2	2
4069	valued	2	2
4070	varied	2	2
4071	verbal	2	2
4072	version	2	2
4073	veteran	2	2
4074	videogames	2	2
4075	violation	2	2
4076	violent	2	2
4077	virtual	2	2
4078	visited	2	2
4079	volunteers	2	2
4080	vote	2	2
4081	voted	2	2
4082	warned	2	2
4083	wave	2	2
4084	weakness	2	2
4085	weekends	2	2
4086	weigh	2	2
4087	weighs	2	2
4088	wheel	2	2
4089	wherever	2	2
4090	whom	2	2
4091	wife	2	2
4092	wins	2	2
4093	wise	2	2
4094	witnessing	2	2
4095	wondered	2	2
4096	wondering	2	2
4097	wooden	2	2
4098	workings	2	2
4099	workout	2	2
4100	worrying	2	2
4101	worsening	2	2
4102	worthwhile	2	2
4103	writes	2	2
4104	yield	2	2
4105	yields	2	2
4106	youngsters	2	2
4107	zone	2	2
4108	zones	2	2
4109	zoos	2	2
4110	abandonment	2	1
4111	abundant	2	1
4112	acquaintance	2	1
4113	acting	2	1
4114	actors	2	1
4115	advisor	2	1
4116	afect	2	1
